,HITId,WorkerId,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,image_url_x,labeled_image_fnames
1187,3PKJ68EHDN9XGWAM2RNRE6MG977HJM,A2EARNRMFJOSIY,"[{""height"":77,""label"":""Shoe"",""left"":13,""top"":95,""width"":94},{""height"":120,""label"":""Shoe"",""left"":105,""top"":58,""width"":141}]",198,255,https://storage.googleapis.com/shoes_to_label/shoe1176.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=jQet2ML0mYj6CRiimUJ1nc7djJ6ATtLgEzvnxkBZ5%2BdPm2hjFrtXYwzNA0SQ0lD1TTIbY4UKbLMpg2hFLFZfo5ucuU4rixlTg9xL2NzlVm%2F8gUGRE5X4YRs9bXJRSiMuLd3M3pSkUjBhcErsJnuO8O3MG4k9kn8s4fLYKNK6NaKvROFtN6nL1H5w0gDC4xu%2B0%2FFtg4QRhsq6rapHi7hvtBDefgxiXwGmLEty%2BW0gqnOrMJKeZ3v%2BW0YefpuWyqanFlKfjCM%2Br6%2B7MgdkRL22Onw9N0mJ7PAoJYgeVAyzW%2FzJO2%2B7DJyEKHMtuQPwk60Ure2a%2BQEmWHKeA1srH1EHxA%3D%3D,shoe_bb_1187.png
1188,334ZEL5JX6S07GFZTYRVQGA4HCYSO1,A2ZUULO2CRMK77,"[{""height"":129,""label"":""Shoe"",""left"":85,""top"":50,""width"":129}]",225,225,https://storage.googleapis.com/shoes_to_label/shoe400.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=DJWtSK1FhYk%2FYwcGEehMHU96GkX9BWl0AQsoHJcxD38K7RtTxT7qybthPJ%2Frfm%2BqjGTCVt6CKq32iWMFczw5KeuEMoCf0sSoWSHREZPM1OtS5C0oI9Tb49lNucnQ3151aKBD9P9u3HJ0PLvntyDzvxHKMYsoxaiak1m0qu1Ba3AhII0%2FcKpuKCQf07k35p76vjI%2Bc4D0dhv2V6dHUlpNM2EaTZj%2FgkTnVHo7cMVoqYgId8k0Qy2BmzhivL0slP0UVxobAecCwWd%2F6iDqLg6Xotv%2Bj106iSqRcccYuWMwvIb%2BfeY0NEgxmVRLMx8sbNLwreiv4zdDszaEY6YMgN7JCw%3D%3D,shoe_bb_1188.png
1190,3CVDZS288HD338P1AYCJRD2KXMPFMQ,AQ6EG9HH6AKS3,"[{""height"":109,""label"":""Shoe"",""left"":73,""top"":89,""width"":43},{""height"":103,""label"":""Shoe"",""left"":120,""top"":103,""width"":48}]",232,217,https://storage.googleapis.com/shoes_to_label/shoe575.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=eSf9nwRHihSDp5iHhuKCNILe%2Bth7mEyzSyL3Dzq849bzAlNOl94GjlMpsKqfbYxYYpb60Wob92XY6ub24LruM9M2yN4Y9bhcZ3b%2Fwqilp%2B8gw6PzOSfxRzAVKU%2FANw4sjDVRxHOnKY3hhaTz5D5q2SWK%2FIhLpc8ldFtKJUZ514aOhqodCqfseQ3GynnSNRiQOoLgNuXtIgFutDRHX3CVV%2F5UeBLNQEPkHR4a98rdj4AB9H%2FNBb9gMp0eH4584PX3b%2FzZ6YTnbHnfbqyDWMTTYVChRAjJKBd%2Bz4mAnFsDRqlgffe%2BVFmdx086V9M4ufYUIGDlJBIIkHs5AmSR1wJLug%3D%3D,shoe_bb_1190.png
1191,36FQTHX3Z34C455BZEL8CO2TIXH3BH,A3CHLHS2G2UDXH,"[{""height"":99,""label"":""Shoe"",""left"":160,""top"":24,""width"":88},{""height"":95,""label"":""Shoe"",""left"":27,""top"":22,""width"":132}]",168,299,https://storage.googleapis.com/shoes_to_label/shoe223.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=S9XcFpdbErD69nV4D9QklzQPB06eP9fqL510oQ6CEWQrpA%2FiKYCi4EhnqliQvDgg4g6MVEVRFl1dkcLzNaoR9iJWWOXCdw%2BqDANPQMEnSEbgCkDcbEyyvYcu%2BZHMJeBBymkqAhJW7UXh8YX6RF8BR0AuhNOBn03fJJwjB6Sy%2BnCj6bJ5W2oum%2FwQUqSacmYU2riqcjDtgXtrKLN8Psvcidy36hDr6P8Rog07dkJJwJyFSxADBISSX2QT8iHMzwbbIyDqxAd9t2GoelBOF12qLZJlNMSQ3t4x9XVKkFTG4kWXdPu9kv3I1hWda3OMYkj4L0OwLHOqoInq1s8b%2ByZPCg%3D%3D,shoe_bb_1191.png
1192,3SA4EMRVJVFIR77OZWLQ5A9BWPC0P4,A7MAY55G8JP3Y,"[{""height"":90,""label"":""Shoe"",""left"":22,""top"":109,""width"":123}]",206,245,https://storage.googleapis.com/shoes_to_label/shoe770.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Y6GrB8cqLGboZ7ldytisSUF1YgMZeTpSPZRnAo%2F86p%2FfKTQaBUfk5UmcZ1qtDT34DGuTCf0le6zzdbGRJwZXMc1RqMQLhwTYmjQ3HPjnqO%2F3YhDlX4lKmFD0WIOiNdRImqnNkyl2nbyAvfzlYU7mn9tJ9Y%2BRySOCvL1vQR8XfB%2FJB7D58WGu8Ri7rLhdW0vxkz5EDuVU1%2F6lJJiWQPga0BNqMnQG2NeJLOyebRXbt%2BBoM8%2B%2F8HYDCv0fOfoo6l2oRjTqGDwhrig9%2FUt3bCCUH7Pzd3cKsdiupXmci5jWd2j4erKpVdp%2FEuw9jYxjNNb3yeuBlmFRNOu1gggX3OTT0g%3D%3D,shoe_bb_1192.png
1193,3LEG2HW4UF0DW4L80GTZC4OMRH8F2Z,A1ZMSZ4SOJYLMX,"[{""height"":83,""label"":""Shoe"",""left"":82,""top"":78,""width"":48},{""height"":59,""label"":""Shoe"",""left"":28,""top"":97,""width"":41}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1177.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=ZHs4AmlHe%2F2z70cw%2Bb4HMW0HIoYdE2IC7oaSBldvwgYraYQeEgaXOV0cv2fXieLpRg8DCQSlQoPWw1IUqKLJfTXLswFtYWH7kzjGbOSJayd72hdl7mmq4wiAp2uTYgjFK7HNMtBUMxGeA3uoAubcwoFay0k0lFqlrYt0OpQD%2FIuNkiYq6ZYfYotIBsLdoOSBbPpsuT%2FFvI64EtMg5viMSgdsXCOdXdz5YhjwLhadxNeZCqsU2B0KqAd8KF8rI%2BVvkuckutONSKL8dktSHTlhWoRcNX1He%2BAP0WlI4JVsfppF9myxz%2BnbPoo%2FEyrFBZHaEdHQc81eANm4uweEhyIlXw%3D%3D,shoe_bb_1193.png
1194,3ZLW647WAL8IGS5FGLSXBVZPOR432F,A2KWEVSI7P1RGQ,"[{""height"":43,""label"":""Shoe"",""left"":212,""top"":124,""width"":28},{""height"":37,""label"":""Shoe"",""left"":179,""top"":135,""width"":33}]",174,289,https://storage.googleapis.com/shoes_to_label/shoe401.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=N%2BukzOmFOfYQ9Br2QYg9iXawUTe5EJr5hLjCwwpJD%2BvtXnrE1MX876GajYvBlSyQOfapTbwe1ezynkzyG%2FV4xTZf75YewCJMC5LK43HfxuZy%2FvTcFsAS5NgOWmX%2BttE%2FSuygaz8Bi6i3VCBORyVrqgGpCjEGTApNFiHk8BRKv5SpTKPUM5Ixwy5u86y9ssLgjcJvdPplW1uUPN3kaCNYh%2BNCvocIt5dWPH%2FVUvKRJFVqMj%2FLgutMMIstRM6ARWcmgt1JwaggHvUcXn3yhndlglc8TVUEa5wPuyZnbgvrmDT37xyQ3L9trIWkIz5LWkJJ2nbcIihzJa8%2F%2FUN8BsudhA%3D%3D,shoe_bb_1194.png
1195,3HEA4ZVWVDZDT4B6CNIOOZ0LMXL557,A2HVCE3UU4F3PU,"[{""height"":56,""label"":""Shoe"",""left"":4,""top"":71,""width"":96},{""height"":87,""label"":""Shoe"",""left"":134,""top"":70,""width"":58}]",259,194,https://storage.googleapis.com/shoes_to_label/shoe576.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=R73UxVuEcCFgttunrra%2BhNJdS%2Fiwop8j06qP%2FaPb4vOr2cFAvo4ARlXpkyw%2FW49WCDo217o%2BJNMhb0tjSgWMkdSh4JSTa89VRbizxtV4IAoVT0UmrHOsvnQlFbvkWdxO8EkXV07n3UsnLbyVSs0ZNGjLX9TfvE2ZbdU8qrNGIKWhFmia%2Bm%2BTP35xwdpow9tYvzupZZvXSCDnBMNpaGk1IKz4KC75R0MU5P4guwV3cfbvZzqDkuqX5%2BnlBfScON93sGKsrVUxp533%2F4gqlBiZoyOOhM6Zvhnox3h5MOADhLeaE63DhrWTJUMzOjdZcMxkbZDwm7%2Bi2AGo1n%2B%2BiBp9CA%3D%3D,shoe_bb_1195.png
1196,3ZFRE2BDQ9RK21F5PH8Z5MY0GV3XZG,A1IN5BCUGDUFRW,"[{""height"":255,""label"":""Shoe"",""left"":351,""top"":228,""width"":346},{""height"":333,""label"":""Shoe"",""left"":103,""top"":181,""width"":427}]",667,1000,https://storage.googleapis.com/shoes_to_label/shoe402.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=M8AE%2FOJnhPFdhJQKOozUCThIGQpfhsjdXS0yWoeGFMAlG1Z61mq%2FJesd3QzLHUhGm7DPDOByIbFHfTKBILaKQd9OVyCMt24ohzcv3LWIwrCslx838%2BG7M9oQ0PRuI7UagR9PBsW6MFXvLyTQQqheBmt8KN3TltyktYqakLAB9tZLQs6wtSraI2ZAaNb%2FshDpl2pCKWuoDg%2FfuVXJSepX1FiCKQgDzNV4ShvpVWr2%2BrgOSWE6nvihJlebhlBASk%2BYDeme2l9OY5YwbpeuR657seelhZqojylXcWVMkZcSjrn3pTw6KaP566BvOhMK1XTq0mPNwb5ZF%2Bndcj2ia49VnA%3D%3D,shoe_bb_1196.png
1197,3WGCNLZJKFL99ZPGQ6YVJLBWNYED15,A2NNBL9CWH7NML,"[{""height"":101,""label"":""Shoe"",""left"":66,""top"":84,""width"":72}]",254,199,https://storage.googleapis.com/shoes_to_label/shoe577.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=gabPjSVYCNGoCpjPbN4skw8vkICScWIagZoQvj%2Bh1igoITuaNE5uxyba96QtJ83zlEv6bDZFaa8cnRz%2BiKAzRPV8RpUAxJz547rpH0IkwcMHdqvaJknLuNe9ARnjGffyfDeJv2I123yguuxn8EhUifjU1FMLYEZkU1jLpYmS%2FQ2iR04wv7BiU0PFNWaA5IlDIrgWFBbxJbynTBzC2lqRf07gq8jbHzk0xI2wMeyOoi2RjcuFkjuyU1MaUx8EMVDtaNKuIOp19SQtcpJKUPlyYZkhRrJyghHFd8NTHe%2BgBWNL5FFatxz7Yt6el923etSst6aA6bedFu9tab0EyzsCdw%3D%3D,shoe_bb_1197.png
1198,3VADEH0UHCAISGR08Y4AFGFURHUSPI,A1FI4XZJQXOGPF,"[{""height"":79,""label"":""Shoe"",""left"":285,""top"":496,""width"":63},{""height"":70,""label"":""Shoe"",""left"":270,""top"":475,""width"":84},{""height"":85,""label"":""Shoe"",""left"":173,""top"":461,""width"":59},{""height"":76,""label"":""Shoe"",""left"":64,""top"":472,""width"":97}]",640,480,https://storage.googleapis.com/shoes_to_label/shoe403.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=RGdIMBy81UQa%2Fc4D6GqfwE%2F5GDzH%2BaAfGBuaFgN7b%2B%2B4c4Im4fEFpXhWIXTiqbEq2N%2Bf1nzmb0ReMK6gpWFyBokrgVx8LYP7xLLSHgWLqgS7KItP72XZU50XdMpbgVZJIfNLuoZB4OPDO1IQbc55Gy%2FhMZsYv5zPZoJ7JOwhNDO4TJ8ACe%2BD1ZKTn3OFuYaTwxVB2GefqAaiyE1Ki1Scs38XNW4qUMsSkT9k2FSjpqwhJtGTjC%2FCP52WEFmOu041gy4LWEUrh3scJQJE5QHK%2Bu4BOhMtB5zmUMYb1T6nHr%2BKUCmNEME3FkOht9WKWB8bFb0%2FqNXaBEAqYVDcwF0VNw%3D%3D,shoe_bb_1198.png
1199,32PT7WK7DMS5J23VDACE7EQTLISD3X,A2EARNRMFJOSIY,"[{""height"":365,""label"":""Shoe"",""left"":75,""top"":440,""width"":248},{""height"":399,""label"":""Shoe"",""left"":528,""top"":455,""width"":248}]",1390,866,https://storage.googleapis.com/shoes_to_label/shoe578.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=jUbuhsd9wrqPMOVjE75cux6%2BAYnOINIX2IjSYE91cfq%2B3dcEbks5vQxGAoeA9ST7s7RlTBehClMAYWENzuwx4QiaihxIMhy1OUbCN46kVsWmcmounUm%2FipSc7BrcxxP3kkO%2BA7tmEAAKQANIEf6zUA0viG4qjLRhlOhFFQ5ItdVK0ryYZoHV7UIxpWlXM4gtBdb6uUbhGb5OzmmMc%2B4K0LVms9WRj9fl2t2lIu%2Bh9GUVX9LpbPJiZ152Xn2ZhP5%2F2gvXamk6MtY8XkZzxoTA%2BdFgudlOuuKHcUaCACmgoGCmb1EugdHKvKYmgnvS3kqcEDmxG2DIFiDuZVv3pNh4lA%3D%3D,shoe_bb_1199.png
1200,3KLL7H3EGDE67RAGJG1AHUXA4UEVHL,A2EARNRMFJOSIY,"[{""height"":65,""label"":""Shoe"",""left"":149,""top"":65,""width"":91},{""height"":69,""label"":""Shoe"",""left"":23,""top"":97,""width"":119}]",195,258,https://storage.googleapis.com/shoes_to_label/shoe771.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=nwAQ%2BBv2lDjXQGmRF3wRFekxYwIXojrIyTZp39Ef008UI128gcN5AIkNngY7tsbiW3x5dSMRM8UOBXdnxZj6Zdr0eCUECKfa%2BBc%2Fu8DPEuh1A0oeBsm1xOUi7DuIvsi6WaiE6Ew%2BG3wQR18Xgkbf1WBRaYnjC1C%2Fyug9TFI3iBxbFEG7%2Bv7kJV19xgdJycVjdAgbP3t8M1haX66Uh%2FQSlOZ4oMOBbQOVsPcQQ3OMHB3NFVqQDDViFQzqPtlClXmvYfwWLJf2HJ%2BXYHM%2B2GkZ7ou2syADrjadvUGZH36XR2yaHJL1qFGUusSpY7r6WctxFk5TErao%2F4TKBaDQLi3QNw%3D%3D,shoe_bb_1200.png
1201,3M0556243SX9LQA1MZRJ4SRK2CZFNQ,A1MYCZT6OX9G20,"[{""height"":235,""label"":""Shoe"",""left"":648,""top"":982,""width"":354},{""height"":232,""label"":""Shoe"",""left"":309,""top"":976,""width"":350}]",1300,1300,https://storage.googleapis.com/shoes_to_label/shoe579.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=emu7ZirCkEFHoV4DIQ8fBHG9Hq2DKkjY68OebHr5tahfHCb3ezc8B65oMyIy1gyvJJT%2FwpkYzNOHHU2e%2BYv0Q0FkSXOlW9bfMaD5QOdY3ScalRdKeMDh7mz8sQnrjAqO5rejb8jsVc43R7Bh0GGu45Flw5VaQV9i4iSrw1uSVKIg0IwpZmSrbPbCVoVQ%2BmN3WPgZ2YoSYQ61QBf5w%2B49uxd0gDiXoySGBA15u0npfT5O4mnU8PtqwIoIspoTs6YP5L%2B5uJQ9U8VDpW3fewYDepsHQOUIVFPU9mqJJOO4gxtkASkRPEkEJ0xYeCQlu5l0J9UM%2BtmXQ24d8rEtFWlbXQ%3D%3D,shoe_bb_1201.png
1202,30UZJB2POHPAFPO2Y4UV922181V35G,AQCLZQH954EAF,"[{""height"":226,""label"":""Shoe"",""left"":0,""top"":24,""width"":211},{""height"":225,""label"":""Shoe"",""left"":97,""top"":75,""width"":258}]",324,355,https://storage.googleapis.com/shoes_to_label/shoe772.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=GNrY4n4sYuldEL7qnJDaC89km6pHBPPXUqDI3GHPJti4BK3GVTe9SBT6hGCjAdWzySLN97Db%2FXcAtbuUYT1CNRPZAQwRS62XcNKBmseewLHtyTk8Hu24M%2F0xqdl1eDz9qG%2B7tQW2IdkRh8qsAH467TFwxHnI%2FSU3ZS6INn5yMN5zhYlr0r08bjFSMQyatsdUHT28KxumGKY7wddsLQPEmPX5O5It%2BI6eko0qUajR%2B41PDJYD9CAKiGdMtHJKtUVH3RTP1VKlBRVCvsbewywxQDZ%2B3DRjvNL0yyq9gRzlQkgtBz%2Fauaaw5tujBPax6jYLaJbWgWGzRDwIVC%2B784FN1Q%3D%3D,shoe_bb_1202.png
1203,34D9ZRXCYR7B5CLYJFMDPLQZSVUASK,A2ZUULO2CRMK77,"[{""height"":127,""label"":""Shoe"",""left"":86,""top"":31,""width"":189}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe58.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=pjn9UZ7SoUuOSkSO9IGX07T75ZZMrd8N%2Fbnbjnop90W%2FUSWuij%2BKkU0ru1fBbEkwvZfM%2Fy7lgnHr7S1DZ%2BKDKJmPiEEPz0lkzOZ6ogCkdgxDjd9dYLyQD%2F2RglGEFWRarizHYgQqDWKUqqlMCpXQ0CUWMGvHSoLF5TwFPaplaef5pPIdm3MyP2PLhkFw8ssA8g%2FjpQfMRbgrGpd1Xg07t2NZng1tl5G5b6qY8JdlmL%2FBUMnuhaDiCrY0JPMsy8RseZbpUOBR7Cpvq%2Fo%2BjzHiaayBrguX%2FnOyRWZTh2N03iRIbAtz7YwDAfLX83NbSA4p2LxumQsoYCPGnvQXgelO0w%3D%3D,shoe_bb_1203.png
1204,3BFF0DJK8XPGK8K7PFDUKQGRGKFSTN,AR50CINXSSJMS,"[{""height"":356,""label"":""Shoe"",""left"":468,""top"":109,""width"":450},{""height"":440,""label"":""Shoe"",""left"":184,""top"":138,""width"":604}]",630,945,https://storage.googleapis.com/shoes_to_label/shoe773.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=QIu1mTSwyyBe67g9icN1Ez%2FwVSuUtt%2Bfa1oOdJgHol8Z0YXzeiBA8DC95q%2Bn9B9UuPBiuBNyghRYVWC5agtllDrO6NG2GYx8Lihtd3EftFl9aaAZM2lRJ165TbgzWYd7DkUwPGOpBZZM%2Fw5YsEscDwE1K1eZYnHOWV%2F2ZMt2YAuXWjXzru4uQmBdfG9s8odk7PYcslnus7DBRrSTPUF%2FnQ3Zt76kpMl0ysrT9GKk%2FRHW2qmDaxuF1J0LrpSLgpFR%2FNhXCazskFg0lhA8tGBSjhu74bq3xL2AktYpmQXrwPl8eknUXKCHPRFPZ%2FM9oZ%2B2qGAMi%2BdVVEs5AmFi7iqwiw%3D%3D,shoe_bb_1204.png
1205,3B0MCRZMBR7LFOB8GH0GKBAJ4XNPPZ,A1V88N4CAYSGXK,"[{""height"":39,""label"":""Shoe"",""left"":50,""top"":57,""width"":91}]",191,265,https://storage.googleapis.com/shoes_to_label/shoe580.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=FRCQy2Zs2b6pys3P8UXaxqO3994y20wmuC%2F3yMBgUJTa5iQLl8w3xwBsZZLR4sAQMAPb8s0OZI10CcqC2Y2a%2BFzpj2lMjW477qU8WJBCAH5%2B222mnNFy7TyKo9M3yYlTdaiLHYFLcQLlLOkzjWxfDHM7%2F7QL3g2jrVhe35in7mRFY0ssbrCm1EQZBKPrHbqtR2nYFcDkcAv%2F9tTHZR4HbjqZs%2BPL2ACo7EIxF9GhNmKKfndRmFWXrY2UigfOe2tNEDCqDWZGAcDL7202%2Fb9A5d4tz1wFjnAmlaL3lMN6%2Bhwx%2B7w1KQ26qGJHjx6TJSI9eUpgatgPHXTlXLHlGBpzmg%3D%3D,shoe_bb_1205.png
1206,3T2EL38U0MXBO9EE2LPMETMWBSIQXF,A3CHLHS2G2UDXH,"[{""height"":59,""label"":""Shoe"",""left"":110,""top"":109,""width"":72},{""height"":89,""label"":""Shoe"",""left"":21,""top"":131,""width"":100}]",225,225,https://storage.googleapis.com/shoes_to_label/shoe774.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=B182k9Ka0%2BTCFx0cO6EIXVWap26PfE%2Bjm4bbOlETOXkoWFHVSjCMYDRmucppu5zrYGmRna%2F6lvs%2F6pcCrox0i6O9%2BCN3huWd6uTlHvKQPFwXo2xcAgW%2FHYvRV7D0nBCgDGhgF01CV3ZCyGRjr7H3u2HwNy5P%2F9yE3PTCFEUItrHeVh2EBWmr5sJlgm60%2FkFmQbcHll9O%2FZWxSp0e9RE3ZAAVl4fERupwXv4lenpjbcpnLsVkHhzoqTyK96mNGJnyJRY04pfWdHppmkfVP0aOICHV%2FEgDfckYMbXdQAjHbhYNM%2BHxgfdlkc0P2NBPhG1PVOcrWZoAWOHzi0eo51rkrg%3D%3D,shoe_bb_1206.png
1207,3FO95NVK5CD34T7FLQ8ZKBF9SZIRS9,A15A0L89BK4P1M,"[{""height"":80,""label"":""Shoe"",""left"":106,""top"":87,""width"":41},{""height"":69,""label"":""Shoe"",""left"":154,""top"":62,""width"":97}]",168,300,https://storage.googleapis.com/shoes_to_label/shoe945.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=s9mvFZYd8XbBzqBTSbL%2BkRkJ1Lrcf6jzJlvxZzzM49Jat2TPH3TOgggPW4Ac6QIqCvk3zyXvwpWBfQV%2FJHykhJxkizUI0aMl6chJbAH%2FFBh0watw2xbHlwRc438%2FtzBBZB%2BMnmNoPZXuaemQE27JVsk%2B%2BE35Ff%2BRclvQBq9ZjfY0Pwh8IAAmUiTP7lJGoTzYkL1LWy86mzxMw6fcsES2zn8I9eZLOiVkmEs8eSxcA0MNqNC3MmgXAMZlQ2azFfWuCGbOjsR74RKZCh0uLCVNB6Pq1JSZ8aVoXBE0aUdG2ktO2dqCYw7JwAxl5DtqodUxb%2B%2FAG0R%2B1b1qzY058Tov8A%3D%3D,shoe_bb_1207.png
1208,36QZ6V1589QVKLZWPK34PM2TZYMSUE,A2EARNRMFJOSIY,"[{""height"":231,""label"":""Shoe"",""left"":258,""top"":212,""width"":432},{""height"":191,""label"":""Shoe"",""left"":137,""top"":223,""width"":162}]",533,800,https://storage.googleapis.com/shoes_to_label/shoe775.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=b3U7t%2FJHFUxr2VsfD4w2T1kvWvC1Vx4rq9nSuR%2F61Oz1qoXGIilMfwZxT1Ob%2FyYtVy1ZRyvGYll3dG8SC6ZJaHQayCx3EAQXRA3SSvTSOPnhycOVp1mMdp0lIYo7%2BMVCgC2XJOLfKrsSxZB0Lbpdg0UIDgzX5VnqfLTN5NeDNT8OQjSBa65rt766LCTsNqb8V4PlJirHykb1CJCWNfXQeL1L4VEOzqqP%2BnXquhFZWfL7mliZ3JRx22xq6WZni6WySKJ8PIgpNNwa1SGk09efPBAMAM1lcGbnUZoz6FA3xAmst50Mxa3QaLLA4fq7jsIsfF7l7jn%2BXG9FT6840OmPdg%3D%3D,shoe_bb_1208.png
1210,3BKZLF990ZC0OE4O7HBOX7T5DYCQYL,A3CHLHS2G2UDXH,"[{""height"":141,""label"":""Shoe"",""left"":0,""top"":54,""width"":225}]",225,225,https://storage.googleapis.com/shoes_to_label/shoe776.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=JeBJmXKcmQKWoArbBp4wvgZ3cbH72S8x%2BoWmECrJsvbYkquogyyTJ8rKgqFc6aiIPC9%2F4L2zELvr4sGNwc3cRE9MN0YmZl8Twg5gTOSIivmWu18cg%2FnNlGEyn7HiSotRJw0FDJHykS9deNbT2ilEKp7eJ0rF9VctA2hSbPUbQtdPF5x6NPNCwOrdqT8XxJ0LkFqJIaHCyg%2FHllzeWy3LwwgyNVWZN%2BAIXmEyfFlrV6fhvBpci9aiaXzhz2VsZP7fu7uCBw3uNugUxMcxwdsc1njQBt1ex%2FHy0qz79j0z%2BkNZdD2Ki4mHgihhAK0SVZnKUn%2BokzERTjZsJmHtHcvx1A%3D%3D,shoe_bb_1210.png
1211,3EPG8DX9LK3HMETPW2R2M552DXN5PU,A2A1E54KP5OOWJ,"[{""height"":79,""label"":""Shoe"",""left"":87,""top"":74,""width"":144}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe777.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=RDhb8k8sc8kOEVYCtgdCd1uqNv9JQm4KkKqu2ghDULNX5HqQ38UaNNnHYnUjjT8w2ltmbNkc0r9bYvQBnzLbDc6JKv%2FHWMJ%2BLDJIM5HBc5Vy6MbUA4NRq0CC1kjdWNmBH2lLclamLbL6E8dMJ8HbpxSVaIMy1LFpH7d%2BeWRG4UBLdwDDL4%2FBnYBoftieIxIrvubuhhkC57%2FyzAasxpIU5ifbAa1lwGpmNCBKe9zsNPUxGLgUWrGqYijLgpcsRMu3ZrcAMj675Qsqo%2B3LQcCm%2FJcQ3yLdPMEm%2FJ%2BCWXwdBBCTNwelzWCwDZQLUCmRMzqt12gtsWf4IaccQ7X6%2BfjWBA%3D%3D,shoe_bb_1211.png
1212,37PGLWGSJTJSNBROQU5OFXN8O9MKIH,A3AQEEN6R71434,"[{""height"":106,""label"":""Shoe"",""left"":77,""top"":50,""width"":95},{""height"":70,""label"":""Shoe"",""left"":154,""top"":30,""width"":52}]",171,296,https://storage.googleapis.com/shoes_to_label/shoe582.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=k8LVWWObUDMG%2FvaMJPV9F4ebfLk7%2FxvaVm9Eg9hCo7nOCY0JPMCyGPGan%2BInksw4VV3muBHswa2HsTgKR0V2vxcQH8Xv8uA6RHe%2BtpRip6%2BhV%2FbQNXI2Bp%2F4XWQTroFI%2BoSsUq4BnIozCoEfk%2FggMtGDItYvADZ7pke83i4%2FavkObT1DTskc0ROIvkgA3HtPdVIOXbb3LikDuP0SWErIGRw%2FkpaJJ2STXWuRSJTgtoD0KGo8W4tB0JONNR08r7R0xl7s%2FSxa9O85f5ShfG%2BgaYkT%2FiDPhAAUiIZML8yG3MDPvJ52MgseQW%2FFfpljG5CypPJ%2BEWf0oqiMlkctr4Oe6g%3D%3D,shoe_bb_1212.png
